Day, Suceptible, Exposed, Infected, Total
121, 801, 135.4, 64.6, 1001
122, 795.2, 141.4, 64.4, 1001
123, 792, 145.8, 63.2, 1001
124, 785, 151.6, 64.4, 1001
125, 777.4, 161, 62.6, 1001
126, 774.4, 164.4, 62.2, 1001
127, 767.8, 171, 62.2, 1001
128, 764.2, 175.8, 61, 1001
129, 760.2, 176.8, 64, 1001
130, 754.6, 179, 67.4, 1001
131, 748.2, 182.6, 70.2, 1001
132, 743.8, 184.6, 72.6, 1001
133, 738.6, 187.6, 74.8, 1001
134, 736.8, 187.2, 77, 1001
135, 730.4, 191.4, 79.2, 1001
136, 724, 196.4, 80.6, 1001
137, 717.8, 198.6, 84.6, 1001
138, 709.6, 202, 89.4, 1001
139, 701, 201.2, 98.8, 1001
140, 693.2, 204.8, 103, 1001
141, 682.6, 207.6, 110.8, 1001
142, 674.4, 210.2, 116.4, 1001
143, 667.4, 216.4, 117.2, 1001
144, 660.8, 220.2, 120, 1001
145, 647.8, 226, 127.2, 1001
146, 640.6, 232.6, 127.8, 1001
147, 635, 234.4, 131.6, 1001
148, 621, 247.4, 132.6, 1001
149, 611.4, 255.2, 134.4, 1001
150, 597, 266, 138, 1001
151, 587.8, 273, 140.2, 1001
152, 583, 277.6, 140.4, 1001
153, 581.2, 283.6, 136.2, 1001
154, 573.8, 291.4, 135.8, 1001
155, 569.4, 296.4, 135.2, 1001
156, 564, 301.4, 135.6, 1001
157, 560.2, 303.4, 137.4, 1001
158, 555.6, 305.6, 139.8, 1001
159, 553.6, 308.4, 139, 1001
160, 546.4, 311.2, 143.4, 1001
161, 541.2, 312.4, 147.4, 1001
162, 539.4, 310.8, 150.8, 1001
163, 533.4, 310.8, 156.8, 1001
164, 526.6, 313.2, 161.2, 1001
165, 522.4, 308, 170.6, 1001
166, 513.8, 311.4, 175.8, 1001
167, 505.4, 317.2, 178.4, 1001
168, 496, 312.2, 192.8, 1001
169, 487.6, 315.2, 198.2, 1001
170, 479.2, 314.2, 207.6, 1001
171, 472.6, 313.8, 214.6, 1001
172, 464.2, 320.8, 216, 1001
173, 459.6, 322.8, 218.6, 1001
174, 456, 322.6, 222.4, 1001
175, 450.2, 326.8, 224, 1001
176, 443.8, 330.4, 226.8, 1001
177, 442, 334.6, 224.4, 1001
178, 439.8, 336, 225.2, 1001
179, 439.6, 340, 221.4, 1001
180, 435.2, 343.8, 222, 1001
181, 427.8, 347.8, 225.4, 1001
182, 428.4, 358.4, 214.2, 1001
183, 425.4, 363.2, 212.4, 1001
184, 429.4, 363.2, 208.4, 1001
185, 428.4, 367, 205.6, 1001
186, 423.6, 367.8, 209.6, 1001
187, 422, 367, 212, 1001
188, 417.6, 369.8, 213.6, 1001
189, 413, 371, 217, 1001
190, 408.8, 371.8, 220.4, 1001
191, 399.4, 376.6, 225, 1001
192, 396, 373.8, 231.2, 1001
193, 391.4, 376.6, 233, 1001
194, 387, 380.2, 233.8, 1001
195, 385.8, 376.8, 238.4, 1001
196, 376.6, 378, 246.4, 1001
197, 376.2, 376.6, 248.2, 1001
198, 371.8, 381.2, 248, 1001
199, 368.6, 379, 253.4, 1001
200, 366.6, 380, 254.4, 1001
201, 367.6, 377.4, 256, 1001
202, 366, 374.6, 260.4, 1001
203, 364, 376.6, 260.4, 1001
204, 361.2, 382.4, 257.4, 1001
205, 358.8, 383.4, 258.8, 1001
206, 362.8, 381.6, 256.6, 1001
207, 365.8, 379, 256.2, 1001
208, 363.2, 377, 260.8, 1001
209, 363.4, 376.4, 261.2, 1001
210, 364.4, 374.8, 261.8, 1001
211, 361.6, 372.4, 267, 1001
212, 356, 376, 269, 1001
213, 355.6, 375.8, 269.6, 1001
214, 354, 376.8, 270.2, 1001
215, 352.4, 381.2, 267.4, 1001
216, 354.2, 380.8, 266, 1001
217, 355.2, 384.2, 261.6, 1001
218, 351, 384, 266, 1001
219, 344.4, 391.2, 265.4, 1001
220, 342.8, 391.6, 266.6, 1001
221, 341.8, 392.8, 266.4, 1001
222, 339.8, 396, 265.2, 1001
223, 340.6, 394.4, 266, 1001
224, 340.8, 392.2, 268, 1001
225, 341.6, 393.8, 265.6, 1001
226, 342.2, 394.4, 264.4, 1001
227, 347.6, 394.8, 258.6, 1001
228, 349.6, 393.8, 257.6, 1001
229, 346, 394.2, 260.8, 1001
230, 349.8, 392.6, 258.6, 1001
231, 348.4, 389.8, 262.8, 1001
232, 351.2, 386, 263.8, 1001
233, 349.2, 385.4, 266.4, 1001
234, 348.8, 385.2, 267, 1001
235, 346.2, 383.6, 271.2, 1001
236, 348.4, 380.4, 272.2, 1001
237, 347.6, 384.2, 269.2, 1001
238, 352.6, 380.8, 267.6, 1001
239, 349.6, 378.2, 273.2, 1001
240, 350, 374.4, 276.6, 1001
241, 345.8, 375, 280.2, 1001
242, 345.2, 371.6, 284.2, 1001
243, 349.6, 367.4, 284, 1001
244, 347, 368.6, 285.4, 1001
245, 347, 367, 287, 1001
246, 348.6, 369.6, 282.8, 1001
247, 348.2, 375.2, 277.6, 1001
248, 347.4, 379, 274.6, 1001
249, 348.2, 379, 273.8, 1001
250, 350.4, 380.2, 270.4, 1001
251, 349.4, 383.2, 268.4, 1001
252, 349.4, 385.8, 265.8, 1001
253, 355.8, 384.6, 260.6, 1001
254, 356.8, 383.6, 260.6, 1001
255, 357.6, 381.4, 262, 1001
256, 362.2, 382.2, 256.6, 1001
257, 365.8, 376.2, 259, 1001
258, 365.8, 379, 256.2, 1001
259, 366, 377.4, 257.6, 1001
260, 364.6, 379.8, 256.6, 1001
261, 358, 382.6, 260.4, 1001
262, 356, 383, 262, 1001
263, 358, 385.8, 257.2, 1001
264, 355.6, 384, 261.4, 1001
265, 353.6, 383.2, 264.2, 1001
266, 350.2, 384.4, 266.4, 1001
267, 353.6, 380, 267.4, 1001
268, 354, 378.6, 268.4, 1001
269, 355.6, 376.2, 269.2, 1001
270, 353.8, 377, 270.2, 1001
271, 356.4, 377.2, 267.4, 1001
272, 351.6, 378.6, 270.8, 1001
273, 353, 381, 267, 1001
274, 346.4, 384.8, 269.8, 1001
275, 346, 386.6, 268.4, 1001
276, 346.6, 387.2, 267.2, 1001
277, 339.4, 393.8, 267.8, 1001
278, 343, 391.4, 266.6, 1001
279, 344.2, 388.8, 268, 1001
280, 345.2, 389, 266.8, 1001
281, 346.6, 386.6, 267.8, 1001
282, 350, 385, 266, 1001
283, 350.8, 386.2, 264, 1001
284, 348.2, 387.6, 265.2, 1001
285, 348.8, 388, 264.2, 1001
286, 350.4, 385.6, 265, 1001
287, 349, 389.2, 262.8, 1001
288, 349.6, 388, 263.4, 1001
289, 347, 390, 264, 1001
290, 345.2, 390.8, 265, 1001
291, 343.8, 388.8, 268.4, 1001
292, 342.8, 387.8, 270.4, 1001
293, 343.2, 387.2, 270.6, 1001
294, 344.6, 381.6, 274.8, 1001
295, 348.2, 380.4, 272.4, 1001
296, 352.2, 377.4, 271.4, 1001
297, 352.2, 373, 275.8, 1001
298, 348.8, 378.2, 274, 1001
299, 346.8, 380.6, 273.6, 1001
300, 345.4, 384.2, 271.4, 1001
301, 339.4, 387.2, 274.4, 1001
302, 343, 385.6, 272.4, 1001
303, 344.8, 382.2, 274, 1001
304, 342.2, 383, 275.8, 1001
305, 340.6, 385.4, 275, 1001
306, 338.2, 390.8, 272, 1001
307, 335.8, 394.2, 271, 1001
308, 343.4, 391, 266.6, 1001
309, 340.8, 392.8, 267.4, 1001
310, 337.8, 394.6, 268.6, 1001
311, 341.4, 396.2, 263.4, 1001
312, 339.2, 395, 266.8, 1001
313, 338.6, 393.4, 269, 1001
314, 336.8, 396.8, 267.4, 1001
315, 337.8, 397, 266.2, 1001
316, 336.2, 401, 263.8, 1001
317, 336.6, 401.8, 262.6, 1001
318, 337.6, 398.8, 264.6, 1001
319, 336.4, 398.4, 266.2, 1001
320, 334.8, 396.2, 270, 1001
321, 335.6, 393, 272.4, 1001
322, 333.6, 397.4, 270, 1001
323, 333.6, 401.2, 266.2, 1001
324, 337, 396, 268, 1001
325, 336.2, 393.2, 271.6, 1001
326, 341.2, 384.8, 275, 1001
327, 340.6, 382.4, 278, 1001
328, 336.8, 388.2, 276, 1001
329, 335.2, 386, 279.8, 1001
330, 333.2, 382, 285.8, 1001
331, 333, 381.4, 286.6, 1001
332, 335, 382.4, 283.6, 1001
333, 335, 384.2, 281.8, 1001
334, 343.2, 377.8, 280, 1001
335, 344.2, 380.8, 276, 1001
336, 342.6, 379.2, 279.2, 1001
337, 340.8, 378, 282.2, 1001
338, 344.8, 375.8, 280.4, 1001
339, 346.4, 375.4, 279.2, 1001
340, 351.2, 374.4, 275.4, 1001
341, 353.4, 376.4, 271.2, 1001
342, 347.4, 377.2, 276.4, 1001
343, 352.4, 374, 274.6, 1001
344, 356.4, 375.2, 269.4, 1001
345, 359.4, 373, 268.6, 1001
346, 357.4, 378.8, 264.8, 1001
347, 356.8, 377.2, 267, 1001
348, 357.6, 376, 267.4, 1001
349, 358, 374.2, 268.8, 1001
350, 356.4, 377.8, 266.8, 1001
351, 355, 379.8, 266.2, 1001
352, 353.8, 380, 267.2, 1001
353, 353.6, 379.8, 267.6, 1001
354, 351.8, 387.6, 261.6, 1001
355, 351.4, 385.8, 263.8, 1001
356, 349.8, 390.2, 261, 1001
357, 347.4, 394.6, 259, 1001
358, 346.2, 394.6, 260.2, 1001
359, 345.2, 394.4, 261.4, 1001
360, 342.4, 393.6, 265, 1001
361, 343.2, 392.6, 265.2, 1001
362, 349, 386.6, 265.4, 1001
363, 352.6, 385.8, 262.6, 1001
364, 347.6, 390.8, 262.6, 1001
365, 348, 392.8, 260.2, 1001
