Day, Suceptible, Exposed, Infected, Total
96, 932.88, 52.74, 15.38, 1001
97, 931.16, 54.58, 15.26, 1001
98, 929.38, 56.18, 15.44, 1001
99, 927.48, 56.88, 16.64, 1001
100, 925.58, 58.18, 17.24, 1001
101, 923.3, 59.36, 18.34, 1001
102, 920.74, 60.48, 19.78, 1001
103, 917.44, 62.36, 21.2, 1001
104, 914.94, 63.34, 22.72, 1001
105, 911.48, 64.76, 24.76, 1001
106, 907.7, 66.98, 26.32, 1001
107, 903.64, 69.14, 28.22, 1001
108, 899.72, 70.6, 30.68, 1001
109, 895.2, 73.34, 32.46, 1001
110, 890.88, 76.24, 33.88, 1001
111, 886.02, 79.12, 35.86, 1001
112, 881.44, 81.54, 38.02, 1001
113, 877.22, 85.02, 38.76, 1001
114, 872, 88.86, 40.14, 1001
115, 867.02, 92.9, 41.08, 1001
116, 862.76, 96.8, 41.44, 1001
117, 858.46, 100.46, 42.08, 1001
118, 854.12, 104.3, 42.58, 1001
119, 850.26, 108.04, 42.7, 1001
120, 845.44, 112.28, 43.28, 1001
121, 841.48, 115.82, 43.7, 1001
122, 838.4, 118.86, 43.74, 1001
123, 833.8, 122.22, 44.98, 1001
124, 829.6, 125.84, 45.56, 1001
125, 825.34, 128.9, 46.76, 1001
126, 820.08, 133.14, 47.78, 1001
127, 815.26, 135.94, 49.8, 1001
128, 809.34, 139.58, 52.08, 1001
129, 804.24, 142.06, 54.7, 1001
130, 798.74, 144.88, 57.38, 1001
131, 793.22, 147.38, 60.4, 1001
132, 787.16, 150.46, 63.38, 1001
133, 781.54, 152.56, 66.9, 1001
134, 774.66, 155.52, 70.82, 1001
135, 767.52, 158.86, 74.62, 1001
136, 760.78, 162.46, 77.76, 1001
137, 754.4, 166.42, 80.18, 1001
138, 747.34, 170.12, 83.54, 1001
139, 740.16, 174.86, 85.98, 1001
140, 733.16, 179.26, 88.58, 1001
141, 726.34, 184.28, 90.38, 1001
142, 719.88, 189.12, 92, 1001
143, 714.32, 192.82, 93.86, 1001
144, 708.02, 197.82, 95.16, 1001
145, 701.86, 202.6, 96.54, 1001
146, 695.08, 206.54, 99.38, 1001
147, 690.1, 210.18, 100.72, 1001
148, 684.26, 213.94, 102.8, 1001
149, 678.94, 218.2, 103.86, 1001
150, 673.26, 222.28, 105.46, 1001
151, 668.22, 225.46, 107.32, 1001
152, 662.64, 228.82, 109.54, 1001
153, 656.26, 233.32, 111.42, 1001
154, 651.42, 235.52, 114.06, 1001
155, 644.88, 238.46, 117.66, 1001
156, 639.2, 240.44, 121.36, 1001
157, 633.26, 243.36, 124.38, 1001
158, 627.42, 245.76, 127.82, 1001
159, 620.72, 248.34, 131.94, 1001
160, 614.4, 251.9, 134.7, 1001
161, 607.04, 255.24, 138.72, 1001
162, 602.48, 256.98, 141.54, 1001
163, 596.56, 259.82, 144.62, 1001
164, 590.6, 262.3, 148.1, 1001
165, 583.88, 265.36, 151.76, 1001
166, 578.08, 267.46, 155.46, 1001
167, 571.32, 271.34, 158.34, 1001
168, 565.34, 274.44, 161.22, 1001
169, 559.94, 277.86, 163.2, 1001
170, 553.88, 281.84, 165.28, 1001
171, 548.7, 285.94, 166.36, 1001
172, 543.88, 288.88, 168.24, 1001
173, 540.24, 290.88, 169.88, 1001
174, 535.66, 295.02, 170.32, 1001
175, 531.92, 297.24, 171.84, 1001
176, 528.78, 299.54, 172.68, 1001
177, 524.58, 301.5, 174.92, 1001
178, 520.88, 304.36, 175.76, 1001
179, 517.12, 306.2, 177.68, 1001
180, 514.56, 306.38, 180.06, 1001
181, 510.72, 306.5, 183.78, 1001
182, 507.18, 309.24, 184.58, 1001
183, 502.12, 312.64, 186.24, 1001
184, 498.38, 314.5, 188.12, 1001
185, 493.62, 315.72, 191.66, 1001
186, 490.94, 315.96, 194.1, 1001
187, 488.04, 316.6, 196.36, 1001
188, 484.12, 316.74, 200.14, 1001
189, 480.62, 317.78, 202.6, 1001
190, 476.66, 317.66, 206.68, 1001
191, 473.8, 318.26, 208.94, 1001
192, 469.84, 319.8, 211.36, 1001
193, 468.02, 320.56, 212.42, 1001
194, 465.92, 321.64, 213.44, 1001
195, 463.78, 323.38, 213.84, 1001
196, 460.54, 325.22, 215.24, 1001
197, 458.14, 326.26, 216.6, 1001
198, 455.68, 327.5, 217.82, 1001
199, 454.44, 328.04, 218.52, 1001
200, 451.94, 330.08, 218.98, 1001
201, 450.02, 332.04, 218.94, 1001
202, 448.78, 332.84, 219.38, 1001
203, 447.64, 332.34, 221.02, 1001
204, 447.52, 332.7, 220.78, 1001
205, 446.02, 333.54, 221.44, 1001
206, 443.54, 336.28, 221.18, 1001
207, 441.9, 337.02, 222.08, 1001
208, 441.72, 337.42, 221.86, 1001
209, 440.22, 337.64, 223.14, 1001
210, 437.76, 338.44, 224.8, 1001
211, 437.46, 337.84, 225.7, 1001
212, 435.52, 338.68, 226.8, 1001
213, 434.52, 339.7, 226.78, 1001
214, 433.9, 338.4, 228.7, 1001
215, 432.48, 337.8, 230.72, 1001
216, 430.84, 338.94, 231.22, 1001
217, 430.88, 339.9, 230.22, 1001
218, 430.3, 339.88, 230.82, 1001
219, 429.06, 341.1, 230.84, 1001
220, 426.66, 341.24, 233.1, 1001
221, 425.8, 340.82, 234.38, 1001
222, 425.74, 339.78, 235.48, 1001
223, 425.46, 339.96, 235.58, 1001
224, 424.32, 340.86, 235.82, 1001
225, 423.98, 340.3, 236.72, 1001
226, 423.8, 339.54, 237.66, 1001
227, 423, 339.46, 238.54, 1001
228, 423.24, 340.12, 237.64, 1001
229, 424.32, 339.28, 237.4, 1001
230, 422.4, 340.58, 238.02, 1001
231, 422.5, 341.22, 237.28, 1001
232, 423.12, 339.9, 237.98, 1001
233, 422.78, 339.78, 238.44, 1001
234, 423.3, 340.68, 237.02, 1001
235, 423.66, 340.86, 236.48, 1001
236, 424.72, 338.96, 237.32, 1001
237, 425.58, 337.64, 237.78, 1001
238, 425.04, 337.96, 238, 1001
239, 425.82, 336.78, 238.4, 1001
240, 426.44, 336.5, 238.06, 1001
241, 425.66, 337.16, 238.18, 1001
242, 424.8, 338.36, 237.84, 1001
243, 424.32, 338.78, 237.9, 1001
244, 424.36, 338.4, 238.24, 1001
245, 422.72, 339.1, 239.18, 1001
246, 423.54, 338.94, 238.52, 1001
247, 423.6, 339.1, 238.3, 1001
248, 423.02, 338.62, 239.36, 1001
249, 422.44, 339.68, 238.88, 1001
250, 422.64, 338.7, 239.66, 1001
251, 422.56, 339.84, 238.6, 1001
252, 421.8, 341.2, 238, 1001
253, 422.36, 341.52, 237.12, 1001
254, 422.76, 341.78, 236.46, 1001
255, 423.28, 341.2, 236.52, 1001
256, 422.14, 342.36, 236.5, 1001
257, 423.18, 342.36, 235.46, 1001
258, 423.34, 342.56, 235.1, 1001
259, 423.26, 342.86, 234.88, 1001
260, 423.54, 342.44, 235.02, 1001
261, 423.88, 341.24, 235.88, 1001
262, 424.3, 340.62, 236.08, 1001
263, 424.16, 339.44, 237.4, 1001
264, 425.4, 339.54, 236.06, 1001
265, 425.02, 338.92, 237.06, 1001
266, 423.6, 339.84, 237.56, 1001
267, 423.5, 339.88, 237.62, 1001
268, 422.48, 341.22, 237.3, 1001
269, 422.8, 340.5, 237.7, 1001
270, 421.62, 339.98, 239.4, 1001
271, 421.76, 338.44, 240.8, 1001
272, 421.72, 338.04, 241.24, 1001
273, 419.56, 339.58, 241.86, 1001
274, 419.3, 339.96, 241.74, 1001
275, 420.04, 340.4, 240.56, 1001
276, 420.06, 340.44, 240.5, 1001
277, 420.64, 341.32, 239.04, 1001
278, 420.76, 340.98, 239.26, 1001
279, 420.66, 341.7, 238.64, 1001
280, 420.26, 342.22, 238.52, 1001
281, 419.84, 343.14, 238.02, 1001
282, 419.54, 343.38, 238.08, 1001
283, 419.68, 344.16, 237.16, 1001
284, 420.96, 343.14, 236.9, 1001
285, 421.16, 343.7, 236.14, 1001
286, 422.48, 342.32, 236.2, 1001
287, 423.88, 341.14, 235.98, 1001
288, 423.46, 340.8, 236.74, 1001
289, 422.1, 341.9, 237, 1001
290, 421.7, 342.28, 237.02, 1001
291, 420.88, 343.24, 236.88, 1001
292, 421.18, 343.1, 236.72, 1001
293, 420.6, 341.82, 238.58, 1001
294, 419.9, 341.84, 239.26, 1001
295, 419.28, 342, 239.72, 1001
296, 419.58, 341.1, 240.32, 1001
297, 419.12, 340.96, 240.92, 1001
298, 419.6, 340.7, 240.7, 1001
299, 418.16, 341.42, 241.42, 1001
300, 418.3, 341.8, 240.9, 1001
301, 417.32, 342.4, 241.28, 1001
302, 417.46, 343.3, 240.24, 1001
303, 416, 344.18, 240.82, 1001
304, 416.5, 344.44, 240.06, 1001
305, 414.68, 344.92, 241.4, 1001
306, 413.76, 346.76, 240.48, 1001
307, 415.04, 348.42, 237.54, 1001
308, 414.5, 348.92, 237.58, 1001
309, 414.82, 347.68, 238.5, 1001
310, 414.5, 347.64, 238.86, 1001
311, 414.54, 347.66, 238.8, 1001
312, 414.98, 347.18, 238.84, 1001
313, 415.26, 347.04, 238.7, 1001
314, 415.26, 346.86, 238.88, 1001
315, 415.18, 347.24, 238.58, 1001
316, 414.1, 348.86, 238.04, 1001
317, 413.14, 350.14, 237.72, 1001
318, 412.38, 350.36, 238.26, 1001
319, 413.18, 348.68, 239.14, 1001
320, 411.76, 348.86, 240.38, 1001
321, 410.94, 347.52, 242.54, 1001
322, 411.5, 346.76, 242.74, 1001
323, 412.22, 345.68, 243.1, 1001
324, 412.3, 346.48, 242.22, 1001
325, 411.82, 346.1, 243.08, 1001
326, 411.66, 345.2, 244.14, 1001
327, 410.66, 346.2, 244.14, 1001
328, 409.8, 346.54, 244.66, 1001
329, 409.94, 346.88, 244.18, 1001
330, 409.1, 346.5, 245.4, 1001
331, 406.76, 348.74, 245.5, 1001
332, 405.98, 349.7, 245.32, 1001
333, 406.82, 349.86, 244.32, 1001
334, 407.18, 349.88, 243.94, 1001
335, 408.02, 349.56, 243.42, 1001
336, 408.36, 349.04, 243.6, 1001
337, 408.82, 348.5, 243.68, 1001
338, 408.78, 348.04, 244.18, 1001
339, 409.1, 349, 242.9, 1001
340, 409.92, 348.6, 242.48, 1001
341, 410.06, 349.3, 241.64, 1001
342, 411.06, 349.36, 240.58, 1001
343, 410.12, 349.78, 241.1, 1001
344, 408.98, 350.96, 241.06, 1001
345, 409.22, 350.26, 241.52, 1001
346, 409.58, 349.26, 242.16, 1001
347, 409.72, 347.98, 243.3, 1001
348, 410.14, 346.52, 244.34, 1001
349, 410.62, 346.56, 243.82, 1001
350, 411.04, 346.92, 243.04, 1001
351, 411.94, 344.96, 244.1, 1001
352, 411.04, 345.3, 244.66, 1001
353, 410.34, 345.16, 245.5, 1001
354, 410.52, 345.52, 244.96, 1001
355, 409.14, 346.4, 245.46, 1001
356, 408.28, 346.84, 245.88, 1001
357, 408.28, 346.22, 246.5, 1001
358, 407.8, 347.46, 245.74, 1001
359, 408.2, 347, 245.8, 1001
360, 408.7, 346.42, 245.88, 1001
361, 409.1, 347.16, 244.74, 1001
362, 410.5, 347.1, 243.4, 1001
363, 409.46, 347.54, 244, 1001
364, 409.44, 346.04, 245.52, 1001
365, 411.3, 346.66, 243.04, 1001
